ID,Quality,Difficulty,Class_Name,Date_Taken,textbook,attendence,grade,take_again,credit,Tags,Comment
132940,2.5,2.0,COMSC1033,"Dec 6th, 2007", No,,,,,[],"didn't like how the class was thought, learned everything I needed from the book. Her lectures were from the book, but in less detail and didn't explain as much and she asks questions ""how do we open this project?"" that are just meaningless and slow class down. Anal grader, but she is nice and helpful, extended hw several times"
466978,5.0,2.0,COMM1313,"Mar 20th, 2021", No, Mandatory, A+, Yes, Yes,"['GIVES GOOD FEEDBACK', 'RESPECTED', 'PARTICIPATION MATTERS']",I loved professor Strickler! He always had a good attitude and he truly cared about his students. He understands that public speaking is scary but he makes you feel comfortable. Loved his class! The tests were also easy if you do the practice tests on canvas.
132940,1.0,1.0,INFOANDACCESS,"Oct 23rd, 2005",,,,,,[],she's really rude. she teaches the basics for longer than she should and her tests are just stupid.
466978,5.0,2.0,SPEK1111,"Oct 3rd, 2020", No, Mandatory, A+, Yes, Yes,"['GIVES GOOD FEEDBACK', 'HILARIOUS', 'CARING']","Mr. Strickler is absolutely great. If you have to take Public Speaking, TAKE STRICKLER!!!! I loved his class and him. Talking in front of people can be scary, but he made it easier. You will have to take notes, but he rarely teaches all the way to the bell. Amazing class because of the professor."
132940,4.0,4.0,SEVERAL,"Jul 9th, 2005",, Mandatory, D-,,,[],"Pretty good teacher. She does grade assignments anally. Such as taking off an entire point for forgeting to put a file name in code (so if i turn in the assignment with just the file name I get a 1/10?). No you don't, but seriously, she is a pretty comp sci teacher. I would take her again. Twice."
466978,4.0,2.0,COMM1313,"Mar 15th, 2018", Yes, Not Mandatory, A, Yes, Yes,"['CLEAR GRADING CRITERIA', 'HILARIOUS', 'CARING']",It's an awkward class but he makes it better. He is incredibly clear in his lectures and in what he wants from your speeches. He had us buy the textbook but I never used it. His lectures and quizlet will give you everything you need for the midterm and final. He is very fair and understanding in his grading. He wants the best for his students.
132940,5.0,3.0,VB1,"May 17th, 2005",,,,,,[],"Very good teacher, helpful and really cares about students"
132940,3.0,3.0,WEB,"Feb 7th, 2005",,,,,,[],Her tests are useless.
466978,5.0,3.0,COMM2363,"Sep 14th, 2017", Yes, Mandatory, A+, Yes, Yes,"['RESPECTED', 'INSPIRATIONAL', 'CARING']",I love Steve! He is the best professor at SWOSU HANDS DOWN! He cares for his students so much and he is hilarious! All of his classes are amazing! He expects you to put in the effort to do the work because he cares. Easy A if you do the work. He will give extensions to homework when you have a good reason. Love love love Steve!
132940,5.0,1.0,VBANDWEB,"Nov 8th, 2004",,,,,,[],Awesome professor....would take every class she taught if I could....and would suggest her....those other people sounded like they didn't know any CS.....don't listen to them!!!!
466978,5.0,2.0,SPEK1111,"Dec 5th, 2016", No, Mandatory, A+, Yes, Yes,"['GIVES GOOD FEEDBACK', 'RESPECTED', 'CARING']","Wonderful, friendly, and caring Professor. Would recommend as a Summer class as it is only four weeks long and very simple. The class is lots of fun if you let it be."
1923903,3.5,2.0,COMM3573,"Oct 6th, 2014", Yes, Mandatory, A,, Yes,[],"DR. JONES IS REALLY NIE AND WILL HELP YOU OUT ANYTIME YOU NEED IT. HER LECTURES MAKE YOU UNDERSTAND WHAT SHE IS TALKING ABOUT, BUT THERE IS NO WAY TO DECIDE WHAT IS IMPORTANT AND WHAT ISNT. I NEVER KNOW WHAT TO TAKE NOTES ON, AND YOU CANT REALLY FOLLOW HER IN ANY KIND OF ORGANIZED WAY TO TAKE NOTES. THE ENTIRE TEST COMES FROM THE BOOK."
132940,4.0,3.0,VBWEB,"Aug 6th, 2003",,,,,,[],"She is an excellent teacher, one of the best we have. She is not the easiest in the world, but she is extremely helpful if you go to her office. I gained a great deal of knowledge from her classes. Would not hesitate to take her again."
466978,4.0,3.0,COMM1313,"Oct 16th, 2016", No, Mandatory, A, Yes, Yes,"['GIVES GOOD FEEDBACK', 'LOTS OF HOMEWORK', 'CARING']","Prof. Strickler was an amazing teacher for public speaking! He made all students as comfortable as he could about presenting in class. You can make your presentations as good or bad as you wish, and you shall be graded accordingly. He does have very good feedback and comments. We barely used the book all semester, and lectures were simple."
132940,3.0,5.0,CS,"Apr 7th, 2003",,,,,,[],"Apr 7th, 2003"
466978,5.0,1.0,COMM1313,"Dec 18th, 2015", No, Not Mandatory,,, Yes,[],"Steve is the best! If you're scared about public speaking, Steve's class is the best option. We usually had a good laugh every lecture. His midterm and final are super easy. He grades generously on speeches. Show up, attendance helps your grade."
132940,4.0,1.0,COM1033,"Apr 7th, 2003",,,,,,[],Cares about students
466978,5.0,1.0,COMM1313,"Oct 1st, 2015", No, Mandatory, A+,, Yes,[],"I highly recommend him for Public Speaking! Such a great teacher and he makes a very stressful class tolerable. His lectures are funny and I felt like I came away from the class with some good life advice. He expects your best and doesn't compare you to others. As long as he sees improvement during the semester, you'll be fine."
132940,3.5,2.0,COMP1033,"Apr 3rd, 2003",,,,,,[],"Apr 3rd, 2003"
466978,5.0,1.0,COMM1313,"Dec 23rd, 2011", Yes,,,,,[],"Mr. Strickler is very helpful and very nice. He's class is very manageable. If you are nervous about this class, don't be, he understands you have nerves. Take him for Intro to Public Speaking."
132940,1.0,5.0,COS1021,"Apr 3rd, 2003",,,,,,[],"Apr 3rd, 2003"
466978,5.0,3.0,COMM1313,"Jun 23rd, 2011", Yes,,,,,[],"Took him this summer for Intro to Public Speaking. I was dreading this class, but he is an AMAZING teacher. I learned so much, and he has such a great attitude that it makes it much much easier to stand in front of a room full of strangers and deliver a speech. Very funny and interesting class/professor."
466978,5.0,3.0,PUBLICSPEAKING,"Jan 3rd, 2006",,,,,,[],Very helpful. Makes public speaking class interesting and helps relieve fears.
466978,5.0,3.0,HISTORYTHEATRE,"Sep 7th, 2005",,,,,,[],great instrutor!!!!!!
466978,5.0,1.0,SPEECH,"Jun 21st, 2005",,,,,,[],Highly recommend taking this professor. He is so helpful and funny. Really puts u at ease during speeches. Exams are a breeze
466978,5.0,1.0,PUBLICSPEAKING,"Mar 28th, 2005",,,,,,[],He has a wonderful style of teaching this class. His lectures are very interesting and he makes you feel comfortable when giving a speech.
1931661,2.5,3.0,BIOL1054,"Jan 1st, 2016", Yes, Not Mandatory, A,, Yes,[],"Dr. Trubitsyn legitimately wants his students to succeed in his course, but he doesn't want too easy of a course. He's very willing to help during office hours, but he highly encourages asking questions during class. Don't take his sarcasm personally."
466978,5.0,1.0,PUBLICSPEAKING,"Jan 29th, 2005",,,,,,[],He's very helpful and makes you feel at ease when giving speeches. He exhibits enthusiasm and wants you to do well. He doesn't grade hard on speechs either.
466978,5.0,2.0,THEATRESPEECH,"Jan 17th, 2005",,,,,,[],"Mr. Strickler is GREAT! He's very funny and passionate about what he teaches. Also, he's very very helpful and willing to work with you."
1935356,4.0,4.0,BIOL3904,"Aug 18th, 2018", Yes, Mandatory, C+, No, Yes,"['ACCESSIBLE OUTSIDE CLASS', 'TEST HEAVY', 'LECTURE HEAVY']","Very nice man but his exams are very difficult. The average score was very low on every test. Dr. Horton has a great personality and he loves biology, but I would not recommend him because he isnt the best at dumbing things down."
1935356,3.0,5.0,BIOL3904,"May 2nd, 2018", Yes, Not Mandatory, C+, No, Yes,"['ACCESSIBLE OUTSIDE CLASS', 'TEST HEAVY', 'LECTURE HEAVY']",Super nice guy but REALLY smart so dumbing things down for him is SUPER hard. Doesn't give as much extra credit as O'Neal don't be fooled. Willing to talk to you though but his exams are BRUTAL. Stay on top of things and just cry. Prepare to be astounded at how simple things can become complex. Nice guy tough class.
1935356,3.5,2.0,BIOL3904,"Oct 20th, 2015", Yes, Not Mandatory, B+,, Yes,[],"Was a very good help, explained things well. Was willing to give extra credit."
1935356,5.0,3.0,PHYSIOLOGY,"Feb 19th, 2015", Yes,,,, Yes,[],Great class. Fun instructor. Great socks.
1866132,4.0,3.0,HIST1053,"Dec 1st, 2022", N/A, Mandatory, B, Yes, Yes,"['GET READY TO READ', 'AMAZING LECTURES', 'CLEAR GRADING CRITERIA']","Good professor. A lot of information bc she lectures the whole time. TAKE NOTES. One assignment per week and they count more than your tests so try hard on them but they aren't hard. In class 5 question quizzes every so often. As long as you take notes and its an easy 100. Exams are written. Not fun, study hard and you will be fine for the exams."
1866132,3.0,3.0,HIST1143,"Mar 20th, 2021", Yes, Mandatory, A, No, Yes,"[""SKIP CLASS? YOU WON'T PASS."", 'GRADED BY FEW THINGS', 'BEWARE OF POP QUIZZES']","I found this class to be challenging, but not impossible. Dr. Bruce would have great lectures if she would keep her own political views out of it. Make sure to study hard for the tests because that is most of the grade."
1866132,5.0,2.0,HIST1053,"Apr 22nd, 2019", No, Mandatory, B+, Yes, Yes,"[""SKIP CLASS? YOU WON'T PASS."", 'GRADED BY FEW THINGS', 'LECTURE HEAVY']","Show up, take notes, pass. Basic class, no grades outside exams and no extra credit, so study hard!"
1866132,5.0,2.0,HIST1053,"Nov 12th, 2017", Yes, Mandatory, A, Yes, Yes,"[""SKIP CLASS? YOU WON'T PASS."", 'CLEAR GRADING CRITERIA', 'AMAZING LECTURES']","Dr. Bruce is an outstanding professor. I hate history, and she makes it interesting. She does tend to make sly comments about the current president, but it's funny. Online quizzes are on Sunday's, but they aren't hard. Her test are easy. If you show up to class and pay attention, you won't even need the study guide. I'd take her again"
716849,5.0,2.0,CHEM1203,"Mar 22nd, 2023", Yes, Not Mandatory, A, Yes, Yes,[],"Review HW questions in class and have people do the problems on the board, so make sure you do the hw. He gives practice exams before taking exams that are almost identical to the real exams. Very easy class, take notes, do hw and you'll be fine. Pretty easy to pass with at least a B or higher, just do your work and study. No way around it."
1866132,4.0,1.0,HIST4503,"Nov 17th, 2016", Yes,, Rather not say, Yes, Yes,"['GIVES GOOD FEEDBACK', 'ACCESSIBLE OUTSIDE CLASS', 'CARING']",Take her for your History because she gives good feedback and she does care about her students. She wants them to succeed in what they are striving for. I recommend her for your History classes. She will help you.
1937691,2.5,4.0,SCI1514,"Apr 22nd, 2015", Yes,,,, Yes,[],"Barely mentions important parts of the subjects she's teaching, instead talks for the full class on material that will not be on the test. If you don't read your book, you won't even have the basic understanding of how to do your homework. Even with the book however, you'll only get the very basic lesson, you'll pretty much have to teach yourself."
716849,3.0,4.0,CHEMILECTURE,"Feb 22nd, 2023", Yes, Not Mandatory, C-,, Yes,[],"He's not too bad. A lot of people seem to do well in his class, but if you have a hard time paying attention, I wouldn't recommend. He's rather boring, but he is very lenient and reasonable. On the tests he gives a lot of partial credit; even if you wrote down absolute nonsense, he's likely to give you 1/4 points."
1937691,4.0,4.0,1217,"Nov 7th, 2014", No,,,, Yes,[],"Very interesting lab class and really makes you think! She doesn't just give you the answer, but she makes sure you understand it."
1866132,5.0,1.0,GEOG1103,"Dec 20th, 2013", No, Mandatory, A,,,[],Text was not needed. She covered everything in class and was very clear and precise. Quiz questions online were all covered in class. She is good looking to boot.
1937691,2.5,4.0,GENCHEM1,"Nov 6th, 2014", No,,,, Yes,[],She doesn't use the time you have in her class wisely. Instead of working out problems and teaching us the material we need for our exam and quizzes she likes to talk about vocab and things that don't matter. She puts stuff on the test and quiz that we've never gone over. She assumes you know more than you do. She holds you late quite often.
716849,4.0,3.0,CHEM1203,"Feb 19th, 2019", Yes, Not Mandatory, A, Yes, Yes,"['ACCESSIBLE OUTSIDE CLASS', 'GRADED BY FEW THINGS', 'LECTURE HEAVY']","Dr. Hubin was a great professor to have. Even though the material is difficult he makes it passable with practice exams that are exactly like the real exams. It is super nice, so really as long as you can do the practice exams you are golden."
1866132,5.0,1.0,GEO3602,"Dec 16th, 2013", Yes, Mandatory, A,,,[],"Fun teacher, easy class, quizzes and tests straight from the book. If you show up and takes notes occasionally it is an easy A."
716849,5.0,3.0,CHEM1203,"Dec 13th, 2018", Yes, Not Mandatory, A, Yes, Yes,"['RESPECTED', 'ACCESSIBLE OUTSIDE CLASS', 'CARING']","I had minimal chem experience in high school an I did fine in this course. Dr. hubin is incredibly helpful and nice, so go see him during office hours if you do not get a concept. Be sure and do the recitations, and use his study guides for the tests. I will be taking him next semester and I can't wait."
716849,5.0,2.0,CHEM1203,"Oct 6th, 2018", Yes,, A, Yes, Yes,"['PARTICIPATION MATTERS', ""SKIP CLASS? YOU WON'T PASS."", 'GRADED BY FEW THINGS']","Dr. Hubin teaches using his lecture. If you miss a day you have slides to look at. The textbook is only used for homework questions. Show up, pay attention, and practice the problems. Easy class."
716849,5.0,3.0,CHEM1254,"Dec 20th, 2017", No, Mandatory,, Yes, Yes,"['ACCESSIBLE OUTSIDE CLASS', 'CARING', 'WOULD TAKE AGAIN']","Dr. Hubin is THE NICEST MAN. He is willing to help. Lectures before lab are very monotone, but I suggest you take him over any one else. There is a reason his classes fill up fast. All tests are open note open book. Just pay attention, it helps also if you go over your lab notes before class. Would take again in a heartbeat."
716849,5.0,2.0,CHEM1252,"Dec 3rd, 2016", No, Mandatory, A+, Yes, Yes,"['PARTICIPATION MATTERS', ""SKIP CLASS? YOU WON'T PASS."", 'CARING']","Dr. Hubin is a great lab professor and if he was teaching lecture next semester I would have taken him. You can use all of your notes and labs on the exams, so be sure to print off all of the pre-lab PowerPoints and keep up with everything."
1954662,1.5,4.0,3413,"Dec 4th, 2014", Yes,,,, Yes,[],Tests are based completely off of book. Lectures are pointless. Note taking is pointless. The class consists of only tests and one research paper.
716849,5.0,2.0,CHEM1352,"May 23rd, 2016", Yes, Mandatory, A,, Yes,[],"I took Dr. Hubin for General Chemistry II Lab. He likes to teach through power-points, which I was okay with. I would print off the slides ahead of time which makes it easier to follow along. If you don't understand something just ask. Dr. Hubin is very nice and will do his best to help you understand. Keep organized and don't procrastinate work."
716849,4.5,3.0,CHEM201,"Dec 26th, 2012", Yes,,,,,[],I absolutely hate professors that also do research because they're usually horrible teachers and don't care. This guy is the exception. Wonderful professor and he is very helpful in lecture and lab. Not too many of these guys at universities so take him while he's still here.
1980419,5.0,1.0,ENGL0132,"Mar 29th, 2021", No, Mandatory, A+, Yes,,"['GIVES GOOD FEEDBACK', 'RESPECTED', 'CARING']","Ms. Brewer, is very kind and willing to help on the smallest things even if it isn't English related. I would definitely take the class again. just enjoy the slow pace and learn as much as you can for COMPII."
716849,5.0,1.0,CHEM1352,"Oct 17th, 2010", Yes,,,,,[],"I had Hubin for GenChem II lecture and GenChem I & II lab. If you do his practice tests, you'll do really well on his actual test because they're really similar. In lab, we usually got out early! For both classes, he's really patient and explains concepts very well. Take him if you can! He's the best chemistry professor at SWOSU!"
716849,4.5,3.0,CHEMII,"Oct 13th, 2010", Yes,,,,,[],I loved Dr. Hubins class! I took him for General Chem II and he was so great! Sometimes its a little boring cuz he just teaches from a powerpoint but it was overall great! I wish he taught organic :(
1980419,5.0,2.0,ENGL0132,"Dec 16th, 2020", No, Mandatory, A+, Yes, Yes,"['GIVES GOOD FEEDBACK', 'INSPIRATIONAL', 'CARING']",I loved being in her class. She gave good tips on how to write a good paper. The work in this class is fairly easy.
716849,5.0,1.0,CHEML1252,"Nov 25th, 2009", No,,,,,[],Great teacher. He tells you what he wants. Do that and you will have a great grade. Tests are open book and notes.
1980419,5.0,2.0,ENGL0123,"Dec 13th, 2019", No, Mandatory, A+, Yes,,"['GIVES GOOD FEEDBACK', 'CLEAR GRADING CRITERIA', 'CARING']",She was a great professor. She teaches things that will help you in Comp1/2. She cares for you in her class and in comp. She helps you on essays and making stronger and gives really good feedback to help you. 5 out 5
716849,5.0,1.0,CHEML1252,"May 12th, 2009", No,,,,,[],"He was a great Lab teacher. I will he was teaching Chem II, I would definately take him. I learn more in my lab than I did in my lecture. Definately take him, you will learn alot!"
1957371,4.0,2.0,MNGMT3233,"Apr 22nd, 2019", No, Mandatory, A+, Yes, Yes,"['LOTS OF HOMEWORK', ""SKIP CLASS? YOU WON'T PASS."", 'GROUP PROJECTS']","Participation grades almost every class so you show up. Group work throughout semester. Exams are easy, I barely studied"
1980419,5.0,2.0,ENG0123,"Dec 16th, 2018", No, Mandatory, A+, Yes, Yes,"['PARTICIPATION MATTERS', 'CARING', 'GROUP PROJECTS']","Ms. Brewer is an excellent teacher, she helped me a ton while I was in her class. She helps you with many of the papers you write, and gives you good topics to write about. I enjoyed her class, and would definitely take her again."
716849,4.5,2.0,CHEM1303,"Jan 7th, 2009", Yes,,,,,[],"Dr. Hubin is a great teacher. I would defiantly take him again. He teaches from a power point and can be monotone at times. But if you can stay awake in class, you will learn a lot. Just in case you fall asleep, you can always go to his office and he will help. If he inst in his office, you can send him an email. He responds really quickly."
1957371,4.0,2.0,MNGMT3233,"Dec 4th, 2018", Yes, Mandatory, A-, Yes, Yes,"['PARTICIPATION MATTERS', ""SKIP CLASS? YOU WON'T PASS."", 'INSPIRATIONAL']",An unorthodox style of teaching that is fun and gets you involved in material. Breaks up the monotony of standard classroom setting. Must attend class in order to pass due to in-class activities. Preparation for quizzes and exams is lacking but they are not to difficult and can be prepared for individually. Good teacher and good classroom.
716849,5.0,1.0,CHEM1352,"Dec 27th, 2008", No,,,,,[],I had him for lab. He made it very clear as to what you needed to do. If you needed help he was also very helpful. We never had to stay the complete lab time since we finished early.
1957371,5.0,2.0,COMPUTERS,"Jan 16th, 2018", No, Mandatory,, Yes, Yes,"['PARTICIPATION MATTERS', 'EXTRA CREDIT', 'CLEAR GRADING CRITERIA']",Professor Hicks Computer Information Access class was very enjoyable. There was a lot of work but none of it was hard at all. He is very fair and gives multiple opportunities to make up missed assignments throughout the semester. Hes a funny guy and is super easygoing. I would definitely take him again!
716849,5.0,2.0,INORGSEN,"Dec 12th, 2008", Yes,,,,,[],"I took Dr. Hubin for Inorganic and Senior Seminar. He is a great prof, his Inorganic lab was the best lab I took at SWOSU. Strongly recommend him."
1957371,4.0,1.0,COMPUTERS,"May 7th, 2015", No,,,, Yes,[],Gives extra credit a lot!
716849,5.0,3.0,CHEM1301,"Nov 21st, 2008", Yes,,,,,[],Excellent teacher!
716849,5.0,2.0,CHEM1252,"Dec 13th, 2007", No,,,,,[],I had him for Gen Chem 1 Lab. We were never there for more than 2 hours and he was willing to help any student out! Great Professor!
716849,4.5,3.0,CHEMSECT,"Jul 30th, 2007", Yes,,,,,[],"Had for lab and lecture of Chem 2, awesome teacher and is very clear about everything and understanding. Very willing to work one on one and help with harder material."
716849,4.5,2.0,CHEM1203,"Dec 4th, 2006", Yes,,,,,[],"i had him for chem 1 lecture. hes a good teacher; he posts the notes online so you can copy or access them at any time. very helpful if you do not understand something, as long as you study you'll do just fine in his class. i would recommend him."
138265,5.0,5.0,PRINCBIO,"Sep 3rd, 2018", Yes, Mandatory,, Yes, Yes,"['CLEAR GRADING CRITERIA', ""SKIP CLASS? YOU WON'T PASS."", 'TEST HEAVY']","I really liked Maness. His lectures werent amazing but they were really informative. I think the highest exam score I received was a 70. Even so, I still made an A in the class. Not a whole lot of homework and he gives points for attendance. I thought he was a really good prof and I would definitely take him again. Easy A if you put in the work."
1844240,5.0,2.0,MUSIC1013,"Mar 29th, 2021", No, Mandatory, A+, Yes, Yes,"['RESPECTED', 'INSPIRATIONAL', 'AMAZING LECTURES']",Loved this class with Dr. Griffeath. Just pay attention and be descriptive with what you hear.
716849,5.0,2.0,CHEM1004,"Oct 15th, 2006", Yes,,,,,[],"Hubin is such a great teacher! The recitation problems are challenging sometimes, but he helps you at the board so you don't feel stupid! He is extremely helpful, so go to his office if you have questions. He helps you understand without making you feel dumb. Take him!!!! Lab was also very easy with him"
138265,3.0,4.0,PRINCBIO,"Dec 19th, 2017", No, Mandatory,, No, Yes,"[""SKIP CLASS? YOU WON'T PASS."", 'ACCESSIBLE OUTSIDE CLASS']",Dr. Maness was average. The lectures weren't great but they didn't put me to sleep either. Most of the quizzes have the answers on quizlet but the exams were pretty hard. He usually offers a lot of bonus and extra credit.
138265,1.0,5.0,BIOL1004,"May 15th, 2010", No,,,,,[],"How I managed a B in that class is beyond me. His lab is easy as hell, I made an A in that with almost no effort. His lecture is the worst: he's boring, monotone, thinks he's funny, and is not helpful at all. I was lucky to pass even though he gave us 2 exams in one sitting (a final and a class exam, made D's). Stay away! Do what you must to avoid."
716849,5.0,3.0,GENCHEMI,"Dec 3rd, 2005",,,,,,[],Dr. Hubin is a great professor. I don't think I could have handled this class this year had I had another teacher. He is very understanding and helpful and is willing to meet halfway. If you show interest he won't leave you out to dry.
1844240,5.0,1.0,MUSIC1013,"Feb 1st, 2019", No, Mandatory, Incomplete, Yes, Yes,"[""SKIP CLASS? YOU WON'T PASS."", 'CARING', 'LECTURE HEAVY']",I took him for an Intro class to replace a Music Methods class for my major. He grades in a way to care about students learning and not making them feel poorly by missing. Ex: he makes students write what they hear in a listening response and doesn't count answers against you cause he wants you to try and not hold back on what you hear in the music
138265,1.0,5.0,BIOL2714,"Apr 13th, 2010", Yes,,,,,[],I had to drop this course. Did not understand what to study for tests and he was very little help in class or in lab. My advice would be avoid his if possible.
716849,4.5,2.0,GENERALCHEMI,"Oct 27th, 2005",,,,,,[],Hubin is AWESOME!had him for Chem I and Chem Lab and I gotta say that he's been bttr than my high school chem profs. Class is really easy. has lectures on powerpoint so you dont really have to attend class. he does blackboard quizzes and recitations (which are problems you do on the board with two other ppl. homework is not graded butused for recit
2010809,5.0,2.0,ALHLT2453,"Jan 6th, 2017", Yes, Mandatory, A+, Yes, Yes,"['PARTICIPATION MATTERS', 'CLEAR GRADING CRITERIA', 'CARING']","I had Dr. Lawrence for Medical Terminology. She teaches off powerpoints that are somewhat useful, but her tests (all online) come straight from the book. There are quizzes every Wednesday that are super easy and straightforward. She's funny and extremely easy to talk to as well. I'd highly recommend!"
1844240,5.0,2.0,MUSIC2101,"Jan 15th, 2014", Yes, Mandatory, A,,,[],"Dr. Griffeath takes this subject very seriously. The class isn't very hard. Just practice the tips he suggests. You perform a midterm and final. Also, you may perform small pieces of the songs during class. I enjoyed this class!"
138265,1.0,5.0,BIOL1054,"Sep 24th, 2009", Yes,,,,,['INSTRUCTOR DOES NOT TEACH FROM BOOK. TESTS ARE VERY DIFFICULT AND HARD TO UNDERSTAND. HE DOES NOT OFFER STUDY SESSIONS BEFORE TESTS.'],INSTRUCTOR DOES NOT TEACH FROM BOOK. TESTS ARE VERY DIFFICULT AND HARD TO UNDERSTAND. HE DOES NOT OFFER STUDY SESSIONS BEFORE TESTS.
716849,5.0,3.0,GENCHEMI,"Oct 19th, 2005",,,,,,[],He is a great guy and he is very understanding i recommend him to anyone
1844240,3.5,3.0,MUSIC1013,"Oct 23rd, 2013", No, Mandatory, A,,,[],"Not a difficult teacher, but takes the subject VERY seriously. attendance is mandatory, and lectures can be boring. Blasts symphonic/ orchestral music for the majority of the class."
716849,5.0,2.0,CHEMILECTURE,"Oct 12th, 2005",,,,,,[],"He is an awesome professor! I would recommend taking his class anytime. He is clear, very helpful when you need it, and not boring like some others. His tests aren't the greatest but if you take the time to study you do fine. A++"
138265,2.5,5.0,BIO1004,"Jan 11th, 2009", No,,,,,[],"If you value a high GPA, don't take this guy, take Boggs instead."
138265,3.0,4.0,PRINCBIO,"Dec 12th, 2008", Yes,,,,,[],Teaches directly from online notes. Test are extreamly hard compared to the material covered. Pray for EXTRA CREDIT!
138265,1.5,5.0,BIO1120,"Jan 15th, 2008", Yes,,,,,[],"OMG, if u can help it, dont take this guy. Such a boring class, all he does is show powerpoint slides AND he goes wayy to fast. A guy I knew had an 89 and he wouldnt give him an A...dont take himmm"
138265,1.0,5.0,BIOL1004,"Dec 13th, 2007", Yes,,,,,[],So monotoned. Thinks he is God's gift to the world! He is a very smart man but I think he is too smart to be teaching. He couldn't explain anything! Take someone else for Biology
138265,2.0,4.0,ZOO2022,"Nov 19th, 2006", Yes,,,,,[],"Metronomes have more tone variation and they are also more interesting. An A isn't impossible, but it's improbable. Get the old tests. Also, memorize anything he says about FROGS for tests."
2029341,5.0,1.0,MUSIC4692,"Feb 19th, 2016", Yes, Mandatory, A,, Yes,[],"In lessons and other ensembles/classes, Dr. Tirk showcases passion and knowledge about the topic at hand. He's understanding but will kick your ass into shape when it's needed. Great instructor."
138265,4.0,1.0,BIOLBSECT,"Oct 25th, 2006", Yes,,,,,[],I had him for lab. and he's very easy. The quizes are online and open note...come on people. Basically all the lab is done in class as a group anyways. He's a nice guy too.
