ID,Quality,Difficulty,Class_Name,Date_Taken,textbook,attendence,grade,take_again,credit,Tags,Comment
382074,4.0,1.0,BIO1114,"Apr 2nd, 2016", Yes, Mandatory, A+,, Yes,[],"She is hands down the best professor at OCCC. She is so hilarious! If you show up to her class, you will pass no doubt. She tells you to highlight what's on the test, and for the most part, it's accurate. Her lab tests are by far the easiest! You do have tests weekly, so attending class to get the packet is mandatory. Need lab book & connect only."
382074,5.0,2.0,BIO1114,"Dec 15th, 2015", No, Mandatory, B+,, Yes,[],"Easy class. Just take notes and highlight the packets she gives you and do some studying. No text book needed, just the lab book. Do take the LAB with her, her labs are amazing. Robin is funny and very knowledgeable about biology."
725748,5.0,1.0,CW201,"Oct 25th, 2012", Yes,,,,,[],"She is a wonderful professor. She genuinely wants you to succeed. If you have the chance to take her class, do it!"
382074,4.5,2.0,BIO1113,"May 17th, 2015", No,,,, Yes,[],"Real down to earth Professor, and approachable. Weekly exams, So it mandatory to show up. It's an easy class as long as you study her handout and show up. I passed her 4 credits while been a full time student and worker, so you can. Professor Robin was just like a mum to all her students you will not regret taking her class."
382074,5.0,2.0,BIO1114,"May 22nd, 2014", Yes,,,,,[],"Prof Botchlet is awesome. She makes time before class to allow for additional assistance if needed and tells you exactly what is expected right up front. Passing this class is not effortless, but if it were, you probably wouldn't need to take the class. Bottom line, if you show up and take notes, passing isn't difficult."
725748,5.0,1.0,LS0213,"Apr 1st, 2007", Yes,,,,,[],"Apr 1st, 2007"
382074,5.0,2.0,BIO1023,"Dec 27th, 2012", Yes,,,,,[],"Awesome Teacher!!! If you show up to class, you will pass."
382074,4.5,3.0,BIO1023,"Oct 9th, 2012", Yes,,,,,[],She goes over lessons and explains with understanding. Friendly and works with students if ask for assistance. Good teacher to learn from and recommend taking her class.
382074,5.0,2.0,BIO1113,"Aug 6th, 2012", No,,,,,[],"She is an excellent professor! Study your notes and you will do great on the test! I am not a fan of Biology, but she spices it up and it makes the class fun!"
382074,5.0,1.0,BIO1114,"Jun 23rd, 2012", No,,,,,[],"Professor knows what she is doing. She offers fill-in-the-blank notes, that seem elementary at first but are essential to learning the material for the test. Turning the notes into flash cards and listening to her lecture about specific test questions guarantee an A in the class."
382074,5.0,1.0,BIO1114,"Jan 4th, 2012", No,,,,,[],great professor. fun in her class and willing to help.
382074,5.0,2.0,BIO1114,"Nov 5th, 2011", Yes,,,,,[],She is an AWESOME teacher! She makes the class fun! She's very clear on what's going to be on the tests. She's just cool!
1001709,4.5,4.0,COMP2,"Jul 13th, 2015", Yes, Mandatory, B,, Yes,[],"Dr. J can be tough, you really have to work. I usually have no trouble in english, but I had to work for a B. She is pretty stickler on being late and missing class. She reminds you often of upcoming assignments, helps you plan and prepare so that you can be successful. She will be there to help you with life though and is pretty funny."
382074,4.0,3.0,BIO1114,"May 27th, 2011", No,,,,,[],"I really love her teaching style, I learned a lot from this class!"
1001709,4.0,4.0,ENG1113,"Dec 11th, 2014", No, Mandatory, Not sure yet,, Yes,[],"If you plan on making an A then plan again cause that most likely will not happen. Her way or the highway, her grading is ridiculously hard and is not lenient at all. Awesome personality though."
382074,4.5,2.0,GENBIO,"Dec 14th, 2010", No,,,,,[],"Robin is a FANTASTIC professor! She makes biology fun and interesting, and uses plain English to explain things. She is very down to earth and easy to talk to. As long as you come to class and listen, you will do very well on the weekly tests."
1001709,2.0,4.0,ENGL1213,"Apr 25th, 2013", No,,,,,[],"Do not take her. She is inflexible with all of her rules and that kind of ""fake"" nice. There are plenty of better English teachers."
725828,3.0,2.0,CHEM1115,"Apr 6th, 2018", Yes, Mandatory, A+, Yes, Yes,"['INSPIRATIONAL', 'HILARIOUS', 'CARING']","I had him for ChemI lab. He's so nice & funny. He tells lots of personal stories about his job as a geochemist. He is rather lenient. He seems rather forgetful quite often and it can be a little frustrating, but I do like him. Currently, he only does lab & not lecture. We still wave and talk a lot. He seems to care a lot about his students."
382074,4.0,3.0,BIO1114,"Jul 1st, 2010", No,,,,,[],Easy class as long as you come to class - take notes and study for the test. There is a test every week - but as long as you study - it's not too hard. As a non-science major I enjoyed this class - learned more than I thought I would!
382074,4.0,2.0,BIO1114,"Jun 1st, 2010", No,,,,,[],"Robin is great, she is a no b.s. type teacher and she's very funny. Test every week so you better study and show up to class and lab. Highly recommend!!!"
1001709,5.0,3.0,ENGC1,"Nov 28th, 2012", No,,,,,[],"I think she is great, I learned more from her in two weeks then I ever did in high school or prior classes. She helped me improve my writing and is very helpful in general. She replys to emails quickly. But is very strict on absences and assignment guidlines."
725828,1.0,4.0,PHYS1013,"Nov 25th, 2017", No, Mandatory, B, No, Yes,"['TOUGH GRADER', 'HILARIOUS', 'TEST HEAVY']",I feel like this professor is not clear about his schedule. Is never finish the course in time and his lectures and materials are never relevant to tests. He doesnt have much knowledge of this class and if you go to ask he uses formula that is not even relevant to the question and takes a lot of time. I would never recommend to take this class .
382074,4.5,2.0,BIO1114,"Nov 12th, 2009", No,,,,,[],"Robin is very to the point. She will never waste your time, her labs are very easy, she just wants you to know the basics. Most enjoyable science class I've ever taken. She teaches with powerpoints and always goes over test material in detail."
1001709,4.5,3.0,ENGL1213,"Aug 1st, 2012", Yes,,,,,[],Great teacher and very precise! As long as you follow her guidelines you will do just fine. She always answers questions clearly and responds to emails quickly. Make sure you are there every class period because absences will kill you!
382074,4.5,2.0,BIO1114,"May 31st, 2009", No,,,,,[],Robin is a very good professor. She was always prepared for class. YOU MUST ATTEND CLASS AND LAB!!!
725828,4.5,2.0,CHEM1115,"Jul 17th, 2013", Yes,,,,,[],Profesor Whalen tries his best to help you understand the material. He also grades fairly.
1001709,4.0,1.0,ENGL1113,"May 14th, 2011", No,,,,,[],Dr. J has a nice personality. she explains exactly what she wants from you and nothing more. She expects you to do your best. Easy A. I loved her.
382074,5.0,1.0,BIO1114,"Nov 13th, 2008", No,,,,,[],"Robin is the best teacher i have ever had. she makes the class go by really easily. she is pretty funny and tells you the main key points that you need to know on a test. she also prints out notes for you of exactly what will be on the test. we just fill in the blanks and highlight the notes. if you need to take biology, you better take it with her"
725828,2.5,2.0,PHYS1013,"Dec 22nd, 2009", Yes,,,,,[],Prof. Whalen is a very nice guy and I can tell he's very smart. He does need to work on his organization and preparation however. This might not be all his fault since he had to take over another prof's class. He just needs to triple check test questions and examples used in class to make sure they are complete and correct. He has good intentions.
1001709,5.0,2.0,ENGL1213,"May 11th, 2011", Yes,,,,,[],"Dr. J is a great professor. Very straight forward, friendly and helpful."
382074,5.0,1.0,BIO1114,"Aug 28th, 2008", No,,,,,[],"Robin is great! She tells you how it is and sticks to it. There is not one solitary reason to buy your book, but the lab manual is a must. I believe I would have had even more fun if I would have done it in a 16 wk semester instead of an 8 wk summer course. I even learned a thing or two!!"
725828,2.0,5.0,EARTHSCIENCE,"Jul 31st, 2006",,,,,,[],It was a little difficult to follow his lectures at times. The material he would go over would not be the same as what we needed to know for tests and lab work. Homework assignments weren't always clear. The book was outrageously expensive and we rarely used it. We could have taken his class without it.
382074,4.5,1.0,BIO1114,"Jul 31st, 2007", No,,,,,[],she gives notes to study.
1001709,3.5,1.0,ENG1113,"Dec 10th, 2010", Yes,,,,,[],"Her class was the hardest class I have ever had, physics, calculus, chemistry, and A&P are easy compared to her class. I did make an A' though."
382074,4.5,2.0,BIO1114,"Jul 11th, 2007", No,,,,,[],I liked her a lot. She really wanted you to understand things. The only thing is that I felt like we were always rushed to finish lecture and lab.
725828,1.0,4.0,EARTHSCIENCE,"Oct 14th, 2005",,,,,,[],"Useless syllabus, no objectives, does not cover the material clearly, and expects students to know and be tested on material not covered in class. Teaches incorrect information."
1001709,5.0,3.0,ENG1113,"Jul 28th, 2010", No,,,,,[],"GREAT TEACHER! I am actually going back for English Comp 2! I hated English before her class and I had alot of trouble writing papers, now I am looking forward to English Comp 2 and she still helps me write papers! She replies to Emails very quickly, she is very helpful, very fun, and all around it is a great class!"
382074,5.0,1.0,BIO1114,"May 11th, 2007", No,,,,,[],"She is an awesome teacher!!! If you have to take Biology this is the teacher you want. I really have no interest in this subject, but she made it very easy. You probably won't need the book, but you will need the lab book."
1001709,3.5,5.0,ENG1213,"Jun 21st, 2010", Yes,,,,,[],"Avoid her class if you can! I've got an A, but it was not easy at all! She is very particular about the way you should write, pretty much it's her way or highway! So if you are a creative, freedom-loving person, steer clear of her class!"
382074,5.0,4.0,BIO101,"Mar 9th, 2007", No,,,,,[],"Mrs. Botchlet is amazing; she didn't require owning the book and reviewed thoroughly for tests. Classes and labs frequently got out early, too. Don't get me wrong; you'll learn a lot, and it's not a free A, but still a great teacher."
1001709,4.5,3.0,ENG1213,"Mar 20th, 2010", Yes,,,,,[],"Great professor! Knows her stuff and if you show up, take notes, and at least turn SOMETHING in when your required to you'll get a good grade. She takes note of students who are actually making an effort and others who could care less. She will teach you how to write good essays."
382074,5.0,1.0,GENBIOLOGY,"Jul 5th, 2006",,,,,,[],"She is a great and funny person. This is a class for the person who does not need Biology in their curriculum, just an elective. I love Robin and think she has the best personality of all professors I have had, but I am a Bio major and don't feel that I learned much. I learned more in high school easily. Easy A, hardly ever studied."
382074,5.0,1.0,BIOLOGY1,"Jun 11th, 2006",,,,,,[],"I love Robin, She has to be my favorite Professor ever. Her class was fun and interesting. her class is easy if you study the study guide that Robin supplies to you each week. all in all I feel that I learned everything that the general requirement calls for and enjoyed every minute of it. thanks to Robin Botchlett."
1001709,5.0,3.0,ENG1213,"Feb 5th, 2010", Yes,,,,,[],"Oh yea...she also expects you to show up for class and beon time. But hello...if you aren't doing that anyway, why are you in college?"
382074,5.0,1.0,BIOLOGY,"Sep 12th, 2005",,,,,,[],Robin was a great teacher and I really enjoyed her lectures she really made things interesting. If you get the chance you should enroll in her class. DO NOT BUY THE BOOK BEFORE CLASS!!! WE NEVER USED IT.
1001709,5.0,3.0,ENG1213,"Feb 5th, 2010", Yes,,,,,[],"Dr. Jarma LOVES her job. She intimidated me the first week but wound up being my FAVORITE teacher. She really cares about getting students interested in their work & does a great job too!! She is even on my facebook & I stop by her new class every morning this semester. I passed with a high B. As long as you put your best into your papers, you will pass! 4 major essays. No tests or quizzes. Best English teacher EVER!"
382074,5.0,1.0,BIO1114,"Dec 12th, 2004",,,,,,[],"Robin was awesome! I absolutely hate sciences and she made this class so fun and interesting.*DO NOT BUY THE BOOK, you will NEVER use it (PROMISE)* The tests are easy thanks to her review packets...all questions are from packet. This class was so fun and honestly an ""EASY A"" ...strongly recommend!"
1001709,5.0,3.0,ENGL1213,"Nov 10th, 2009", Yes,,,,,[],"Awesome & motivational. Completely changed my attitude towards comp II. Crystal clear ab assignments & expectations. One of my fave teachers. Also a total morning person, wouldn't reccomend 8am class if you aren't a morning person. She's great! I recomend her as a teacher!!"
382074,5.0,2.0,BIO1114,"Apr 9th, 2004",,,,,,[],"Robin teaches specificy from her notes and overheads. If it's not in the notes you won't see it on the test. DO NOT BUY THE TEXT BOOK, YOU WON'T USE IT! Do buy the lab manual you will use it alot. Tests are weekly but directly from notes."
1001709,4.5,4.0,ENGL1113,"Dec 11th, 2008", Yes,,,,,[],"Very enthusiastic about class, makes plenty of jokes but not always funny. Very helpful and wants to give students an A, but they have to meet her requirements first. This class is great but expect to work hard for the grade."
1001709,5.0,4.0,ENG1213,"Jul 10th, 2008", Yes,,,,,[],"Great teacher, not boring, hard class."
1001709,2.5,4.0,ENG1213,"Apr 2nd, 2008", Yes,,,,,[],Not an easy A but it is possible. She will work you and make you put forth effort. A little crazy & super hyper. Likes to have fun & joke around alot. Grades very hard but gives many extra grades that add up in the end if you dont Ace every essay. Take her if you want to work.
1001709,5.0,3.0,ENG1213,"Jun 14th, 2007", Yes,,,,,[],"She is soooooo full of energy. She is an awesome professor, I had a great time in class. The final was extremely easy. Go to class and participate in discussions and you will get a good grade. I would definitely take her again."
1001908,1.5,5.0,MATH1613,"Mar 30th, 2015", No,,,, Yes,[],"Class is a prerequisite for stem major students. The professor uses this as justification for techniques designed to increase the failure rate. He brags about this, and hides behind his ""standards"". Exams have new material that need techniques not covered in class. You need to self-educate to pass his class. He has had many complaints against him."
